Ido,Idp,Fecha,Nom_art,Tipo_art,Servicio,Precio_art,Cantidad,Monto_trans,Tipo_trans,GPR,Hora_venta,Id_Orden,Id_Pagar,Ref
393.221,393.222,2022-08-16,Aalopuri,Comida rapida,Domicilio,20.00,11,220.00,Virtual,Sr.,Noche,393.221,393.222,393
394.221,394.222,2022-08-17,Vadapav,Comida rapida,Domicilio,20.00,9,180.00,Virtual,Sr.,Maniana,394.221,394.222,394
395.221,395.222,2022-08-17,Panipuri,Comida rapida,Restaurante,20.00,5,100.00,Efectivo,Sra.,Tarde/noche,395.221,395.222,395
396.221,396.222,2022-08-17,Panipuri,Comida rapida,Domicilio,20.00,14,280.00,Virtual,Sr.,Tarde,396.221,396.222,396
397.221,397.222,2022-08-17,Aalopuri,Comida rapida,Domicilio,20.00,13,260.00,Efectivo,Sra.,Tarde/noche,397.221,397.222,397
398.221,398.222,2022-08-18,Jugo cania de azucar,Bebidas,Restaurante,25.00,4,100.00,Efectivo,Sr.,Tarde,398.221,398.222,398
399.221,399.222,2022-08-18,Panipuri,Comida rapida,Restaurante,20.00,6,120.00,Efectivo,Sr.,Tarde/noche,399.221,399.222,399
400.221,400.222,2022-08-19,Aalopuri,Comida rapida,Restaurante,20.00,3,60.00,Virtual,Sra.,Noche,400.221,400.222,400
401.221,401.222,2022-08-20,Cafe frio,Bebidas,Domicilio,40.00,11,440.00,Virtual,Sra.,Tarde,401.221,401.222,401
402.221,402.222,2022-08-20,Vadapav,Comida rapida,Restaurante,20.00,3,60.00,Virtual,Sra.,Tarde,402.221,402.222,402
403.221,403.222,2022-08-20,Cafe frio,Bebidas,Restaurante,40.00,9,360.00,Virtual,Sr.,Maniana,403.221,403.222,403
404.221,404.222,2022-08-21,Panipuri,Comida rapida,Restaurante,20.00,4,80.00,Virtual,Sra.,Tarde/noche,404.221,404.222,404
405.221,405.222,2022-08-21,Aalopuri,Comida rapida,Domicilio,20.00,12,240.00,Efectivo,Sr.,Maniana,405.221,405.222,405
406.221,406.222,2022-08-22,Panipuri,Comida rapida,Restaurante,20.00,11,220.00,Efectivo,Sra.,Noche,406.221,406.222,406
407.221,407.222,2022-08-22,Sandwich,Comida rapida,Restaurante,60.00,15,900.00,Cheque,Sr.,Maniana,407.221,407.222,407
408.221,408.222,2022-08-22,Sandwich,Comida rapida,Domicilio,60.00,7,420.00,Efectivo,Sr.,Noche,408.221,408.222,408
409.221,409.222,2022-08-22,Jugo cania de azucar,Bebidas,Restaurante,25.00,7,175.00,Virtual,Sra.,Noche,409.221,409.222,409
410.221,410.222,2022-08-22,Aalopuri,Comida rapida,Restaurante,20.00,6,120.00,Virtual,Sr.,Maniana,410.221,410.222,410
411.221,411.222,2022-08-23,Vadapav,Comida rapida,Domicilio,20.00,15,300.00,Efectivo,Sr.,Tarde,411.221,411.222,411
412.221,412.222,2022-08-24,Aalopuri,Comida rapida,Domicilio,20.00,15,300.00,Virtual,Sr.,Maniana,412.221,412.222,412
413.221,413.222,2022-08-24,Cafe frio,Bebidas,Restaurante,40.00,8,320.00,Virtual,Sra.,Tarde/noche,413.221,413.222,413
414.221,414.222,2022-08-24,Panipuri,Comida rapida,Domicilio,20.00,10,200.00,Virtual,Sra.,Media noche,414.221,414.222,414
415.221,415.222,2022-08-24,Aalopuri,Comida rapida,Domicilio,20.00,5,100.00,Virtual,Sra.,Media noche,415.221,415.222,415
416.221,416.222,2022-08-25,Cafe frio,Bebidas,Restaurante,40.00,5,200.00,Efectivo,Sr.,Noche,416.221,416.222,416
417.221,417.222,2022-08-25,Aalopuri,Comida rapida,Domicilio,20.00,5,100.00,Efectivo,Sra.,Media noche,417.221,417.222,417
418.221,418.222,2022-08-26,Jugo cania de azucar,Bebidas,Domicilio,25.00,13,325.00,Efectivo,Sr.,Tarde/noche,418.221,418.222,418
419.221,419.222,2022-08-26,Cafe frio,Bebidas,Domicilio,40.00,8,320.00,Efectivo,Sr.,Tarde,419.221,419.222,419
420.221,420.222,2022-08-26,Cafe frio,Bebidas,Domicilio,40.00,13,520.00,Efectivo,Sra.,Media noche,420.221,420.222,420
421.221,421.222,2022-08-27,Jugo cania de azucar,Bebidas,Domicilio,25.00,6,150.00,Virtual,Sra.,Noche,421.221,421.222,421
422.221,422.222,2022-08-27,Aalopuri,Comida rapida,Restaurante,20.00,13,260.00,Virtual,Sra.,Noche,422.221,422.222,422
423.221,423.222,2022-08-27,Aalopuri,Comida rapida,Domicilio,20.00,10,200.00,Efectivo,Sr.,Noche,423.221,423.222,423
424.221,424.222,2022-08-27,Vadapav,Comida rapida,Restaurante,20.00,5,100.00,Cheque,Sr.,Noche,424.221,424.222,424
425.221,425.222,2022-08-27,Panipuri,Comida rapida,Restaurante,20.00,5,100.00,Cheque,Sra.,Tarde,425.221,425.222,425
426.221,426.222,2022-08-28,Cafe frio,Bebidas,Domicilio,40.00,12,480.00,Efectivo,Sr.,Tarde/noche,426.221,426.222,426
427.221,427.222,2022-08-28,Jugo cania de azucar,Bebidas,Domicilio,25.00,15,375.00,Efectivo,Sra.,Noche,427.221,427.222,427
428.221,428.222,2022-08-30,Vadapav,Comida rapida,Domicilio,20.00,14,280.00,Virtual,Sra.,Tarde,428.221,428.222,428
429.221,429.222,2022-08-30,Sandwich,Comida rapida,Restaurante,60.00,6,360.00,Efectivo,Sra.,Noche,429.221,429.222,429
430.221,430.222,2022-08-31,Sandwich,Comida rapida,Restaurante,60.00,1,60.00,Virtual,Sra.,Tarde/noche,430.221,430.222,430
431.221,431.222,2022-08-31,Cafe frio,Bebidas,Restaurante,40.00,2,80.00,Efectivo,Sr.,Noche,431.221,431.222,431
432.221,432.222,2022-08-31,Cafe frio,Bebidas,Domicilio,40.00,1,40.00,Cheque,Sr.,Maniana,432.221,432.222,432
433.221,433.222,2022-08-31,Cafe frio,Bebidas,Domicilio,40.00,9,360.00,Efectivo,Sr.,Noche,433.221,433.222,433
434.221,434.222,2022-08-31,Cafe frio,Bebidas,Restaurante,40.00,5,200.00,Virtual,Sra.,Noche,434.221,434.222,434
435.221,435.222,2022-08-31,Vadapav,Comida rapida,Domicilio,20.00,10,200.00,Efectivo,Sra.,Tarde,435.221,435.222,435
436.221,436.222,2022-08-31,Vadapav,Comida rapida,Domicilio,20.00,11,220.00,Efectivo,Sr.,Maniana,436.221,436.222,436
437.221,437.222,2022-08-31,Vadapav,Comida rapida,Restaurante,20.00,2,40.00,Efectivo,Sra.,Media noche,437.221,437.222,437
438.221,438.222,2022-09-04,Aalopuri,Comida rapida,Restaurante,20.00,10,200.00,Efectivo,Sra.,Noche,438.221,438.222,438
439.221,439.222,2022-09-04,Cafe frio,Bebidas,Domicilio,40.00,6,240.00,Efectivo,Sra.,Noche,439.221,439.222,439
440.221,440.222,2022-09-04,Vadapav,Comida rapida,Domicilio,20.00,12,240.00,Virtual,Sra.,Media noche,440.221,440.222,440
441.221,441.222,2022-09-04,Sandwich,Comida rapida,Domicilio,60.00,1,60.00,Efectivo,Sr.,Tarde/noche,441.221,441.222,441
442.221,442.222,2022-09-05,Aalopuri,Comida rapida,Domicilio,20.00,8,160.00,Virtual,Sra.,Noche,442.221,442.222,442
443.221,443.222,2022-09-05,Cafe frio,Bebidas,Restaurante,40.00,14,560.00,Cheque,Sra.,Maniana,443.221,443.222,443
444.221,444.222,2022-09-05,Panipuri,Comida rapida,Restaurante,20.00,14,280.00,Virtual,Sra.,Noche,444.221,444.222,444
445.221,445.222,2022-09-05,Frankie,Comida rapida,Restaurante,50.00,9,450.00,Virtual,Sr.,Tarde,445.221,445.222,445
446.221,446.222,2022-09-05,Cafe frio,Bebidas,Restaurante,40.00,10,400.00,Virtual,Sra.,Maniana,446.221,446.222,446
447.221,447.222,2022-09-05,Vadapav,Comida rapida,Restaurante,20.00,15,300.00,Efectivo,Sra.,Media noche,447.221,447.222,447
448.221,448.222,2022-09-05,Jugo cania de azucar,Bebidas,Domicilio,25.00,1,25.00,Virtual,Sr.,Noche,448.221,448.222,448
449.221,449.222,2022-09-05,Cafe frio,Bebidas,Domicilio,40.00,4,160.00,Efectivo,Sr.,Media noche,449.221,449.222,449
450.221,450.222,2022-09-06,Cafe frio,Bebidas,Domicilio,40.00,6,240.00,Virtual,Sr.,Tarde/noche,450.221,450.222,450
451.221,451.222,2022-09-06,Cafe frio,Bebidas,Restaurante,40.00,7,280.00,Efectivo,Sra.,Noche,451.221,451.222,451
452.221,452.222,2022-09-07,Aalopuri,Comida rapida,Restaurante,20.00,1,20.00,Efectivo,Sra.,Media noche,452.221,452.222,452
453.221,453.222,2022-09-07,Vadapav,Comida rapida,Domicilio,20.00,8,160.00,Efectivo,Sra.,Maniana,453.221,453.222,453
454.221,454.222,2022-09-08,Sandwich,Comida rapida,Domicilio,60.00,7,420.00,Virtual,Sr.,Maniana,454.221,454.222,454
455.221,455.222,2022-09-08,Sandwich,Comida rapida,Restaurante,60.00,3,180.00,Efectivo,Sra.,Tarde,455.221,455.222,455
456.221,456.222,2022-09-08,Jugo cania de azucar,Bebidas,Restaurante,25.00,14,350.00,Virtual,Sra.,Tarde,456.221,456.222,456
457.221,457.222,2022-09-08,Frankie,Comida rapida,Restaurante,50.00,4,200.00,Efectivo,Sr.,Tarde,457.221,457.222,457
458.221,458.222,2022-09-08,Cafe frio,Bebidas,Domicilio,40.00,15,600.00,Efectivo,Sra.,Maniana,458.221,458.222,458
459.221,459.222,2022-09-09,Frankie,Comida rapida,Restaurante,50.00,4,200.00,Efectivo,Sr.,Tarde,459.221,459.222,459
460.221,460.222,2022-09-09,Jugo cania de azucar,Bebidas,Domicilio,25.00,4,100.00,Efectivo,Sra.,Maniana,460.221,460.222,460
461.221,461.222,2022-09-09,Cafe frio,Bebidas,Domicilio,40.00,1,40.00,Virtual,Sr.,Tarde/noche,461.221,461.222,461
462.221,462.222,2022-09-10,Sandwich,Comida rapida,Restaurante,60.00,14,840.00,Virtual,Sr.,Maniana,462.221,462.222,462
463.221,463.222,2022-09-10,Cafe frio,Bebidas,Restaurante,40.00,12,480.00,Cheque,Sra.,Tarde,463.221,463.222,463
464.221,464.222,2022-09-10,Panipuri,Comida rapida,Domicilio,20.00,14,280.00,Virtual,Sra.,Tarde/noche,464.221,464.222,464
465.221,465.222,2022-09-10,Sandwich,Comida rapida,Restaurante,60.00,14,840.00,Efectivo,Sr.,Tarde/noche,465.221,465.222,465
466.221,466.222,2022-09-10,Sandwich,Comida rapida,Domicilio,60.00,2,120.00,Virtual,Sr.,Tarde,466.221,466.222,466
467.221,467.222,2022-09-10,Panipuri,Comida rapida,Restaurante,20.00,1,20.00,Efectivo,Sra.,Tarde,467.221,467.222,467
468.221,468.222,2022-09-11,Panipuri,Comida rapida,Domicilio,20.00,1,20.00,Efectivo,Sr.,Maniana,468.221,468.222,468
469.221,469.222,2022-09-12,Cafe frio,Bebidas,Restaurante,40.00,1,40.00,Efectivo,Sr.,Maniana,469.221,469.222,469
470.221,470.222,2022-09-12,Aalopuri,Comida rapida,Domicilio,20.00,2,40.00,Efectivo,Sra.,Maniana,470.221,470.222,470
471.221,471.222,2022-09-12,Cafe frio,Bebidas,Domicilio,40.00,8,320.00,Efectivo,Sr.,Tarde/noche,471.221,471.222,471
472.221,472.222,2022-09-12,Aalopuri,Comida rapida,Domicilio,20.00,6,120.00,Efectivo,Sra.,Maniana,472.221,472.222,472
473.221,473.222,2022-09-12,Frankie,Comida rapida,Domicilio,50.00,9,450.00,Virtual,Sra.,Noche,473.221,473.222,473
474.221,474.222,2022-09-14,Cafe frio,Bebidas,Restaurante,40.00,13,520.00,Virtual,Sra.,Tarde/noche,474.221,474.222,474
475.221,475.222,2022-09-14,Aalopuri,Comida rapida,Restaurante,20.00,15,300.00,Cheque,Sra.,Noche,475.221,475.222,475
476.221,476.222,2022-09-14,Vadapav,Comida rapida,Restaurante,20.00,15,300.00,Efectivo,Sra.,Tarde,476.221,476.222,476
477.221,477.222,2022-09-14,Panipuri,Comida rapida,Domicilio,20.00,12,240.00,Virtual,Sra.,Tarde/noche,477.221,477.222,477
478.221,478.222,2022-09-14,Vadapav,Comida rapida,Restaurante,20.00,15,300.00,Cheque,Sr.,Media noche,478.221,478.222,478
479.221,479.222,2022-09-15,Cafe frio,Bebidas,Domicilio,40.00,10,400.00,Virtual,Sr.,Noche,479.221,479.222,479
480.221,480.222,2022-09-15,Aalopuri,Comida rapida,Restaurante,20.00,9,180.00,Efectivo,Sra.,Maniana,480.221,480.222,480
481.221,481.222,2022-09-15,Jugo cania de azucar,Bebidas,Domicilio,25.00,4,100.00,Efectivo,Sr.,Maniana,481.221,481.222,481
482.221,482.222,2022-09-16,Panipuri,Comida rapida,Domicilio,20.00,5,100.00,Virtual,Sr.,Tarde,482.221,482.222,482
483.221,483.222,2022-09-16,Vadapav,Comida rapida,Restaurante,20.00,2,40.00,Efectivo,Sr.,Tarde,483.221,483.222,483
484.221,484.222,2022-09-17,Sandwich,Comida rapida,Domicilio,60.00,12,720.00,Efectivo,Sr.,Media noche,484.221,484.222,484
485.221,485.222,2022-09-17,Aalopuri,Comida rapida,Domicilio,20.00,6,120.00,Efectivo,Sr.,Tarde/noche,485.221,485.222,485
486.221,486.222,2022-09-18,Frankie,Comida rapida,Restaurante,50.00,8,400.00,Cheque,Sra.,Tarde,486.221,486.222,486
487.221,487.222,2022-09-18,Aalopuri,Comida rapida,Restaurante,20.00,15,300.00,Virtual,Sr.,Noche,487.221,487.222,487
488.221,488.222,2022-09-18,Vadapav,Comida rapida,Restaurante,20.00,5,100.00,Efectivo,Sr.,Tarde,488.221,488.222,488
489.221,489.222,2022-09-19,Vadapav,Comida rapida,Domicilio,20.00,1,20.00,Virtual,Sra.,Media noche,489.221,489.222,489
490.221,490.222,2022-09-19,Cafe frio,Bebidas,Restaurante,40.00,3,120.00,Virtual,Sr.,Noche,490.221,490.222,490
491.221,491.222,2022-09-19,Cafe frio,Bebidas,Domicilio,40.00,6,240.00,Efectivo,Sr.,Noche,491.221,491.222,491
492.221,492.222,2022-09-19,Cafe frio,Bebidas,Domicilio,40.00,4,160.00,Efectivo,Sra.,Tarde,492.221,492.222,492
493.221,493.222,2022-09-20,Frankie,Comida rapida,Restaurante,50.00,13,650.00,Virtual,Sra.,Noche,493.221,493.222,493
494.221,494.222,2022-09-20,Sandwich,Comida rapida,Restaurante,60.00,14,840.00,Efectivo,Sra.,Noche,494.221,494.222,494
495.221,495.222,2022-09-20,Sandwich,Comida rapida,Domicilio,60.00,7,420.00,Cheque,Sr.,Tarde/noche,495.221,495.222,495
496.221,496.222,2022-09-21,Aalopuri,Comida rapida,Domicilio,20.00,9,180.00,Efectivo,Sr.,Tarde,496.221,496.222,496
497.221,497.222,2022-09-21,Panipuri,Comida rapida,Restaurante,20.00,13,260.00,Virtual,Sr.,Noche,497.221,497.222,497
498.221,498.222,2022-09-21,Cafe frio,Bebidas,Domicilio,40.00,8,320.00,Virtual,Sra.,Maniana,498.221,498.222,498
499.221,499.222,2022-09-21,Sandwich,Comida rapida,Restaurante,60.00,9,540.00,Virtual,Sra.,Tarde,499.221,499.222,499
500.221,500.222,2022-09-21,Cafe frio,Bebidas,Restaurante,40.00,10,400.00,Efectivo,Sr.,Media noche,500.221,500.222,500
501.221,501.222,2022-09-21,Panipuri,Comida rapida,Domicilio,20.00,1,20.00,Virtual,Sr.,Maniana,501.221,501.222,501
502.221,502.222,2022-09-21,Vadapav,Comida rapida,Restaurante,20.00,14,280.00,Efectivo,Sr.,Media noche,502.221,502.222,502
503.221,503.222,2022-09-22,Panipuri,Comida rapida,Restaurante,20.00,8,160.00,Cheque,Sr.,Maniana,503.221,503.222,503
504.221,504.222,2022-09-22,Jugo cania de azucar,Bebidas,Restaurante,25.00,12,300.00,Virtual,Sra.,Media noche,504.221,504.222,504
505.221,505.222,2022-09-23,Aalopuri,Comida rapida,Domicilio,20.00,1,20.00,Efectivo,Sra.,Tarde/noche,505.221,505.222,505
506.221,506.222,2022-09-24,Aalopuri,Comida rapida,Restaurante,20.00,14,280.00,Efectivo,Sra.,Tarde/noche,506.221,506.222,506
507.221,507.222,2022-09-25,Cafe frio,Bebidas,Restaurante,40.00,3,120.00,Virtual,Sra.,Media noche,507.221,507.222,507
508.221,508.222,2022-09-25,Panipuri,Comida rapida,Domicilio,20.00,13,260.00,Cheque,Sr.,Tarde,508.221,508.222,508
509.221,509.222,2022-09-25,Vadapav,Comida rapida,Restaurante,20.00,3,60.00,Efectivo,Sra.,Tarde/noche,509.221,509.222,509
510.221,510.222,2022-09-25,Frankie,Comida rapida,Domicilio,50.00,6,300.00,Virtual,Sra.,Tarde/noche,510.221,510.222,510
511.221,511.222,2022-09-27,Cafe frio,Bebidas,Domicilio,40.00,2,80.00,Cheque,Sr.,Maniana,511.221,511.222,511
512.221,512.222,2022-09-27,Panipuri,Comida rapida,Restaurante,20.00,15,300.00,Efectivo,Sr.,Tarde/noche,512.221,512.222,512
513.221,513.222,2022-09-27,Jugo cania de azucar,Bebidas,Restaurante,25.00,7,175.00,Virtual,Sr.,Tarde,513.221,513.222,513
514.221,514.222,2022-09-28,Frankie,Comida rapida,Restaurante,50.00,4,200.00,Cheque,Sr.,Tarde/noche,514.221,514.222,514
515.221,515.222,2022-09-28,Vadapav,Comida rapida,Restaurante,20.00,3,60.00,Efectivo,Sra.,Tarde/noche,515.221,515.222,515
516.221,516.222,2022-09-29,Vadapav,Comida rapida,Domicilio,20.00,3,60.00,Cheque,Sra.,Media noche,516.221,516.222,516
517.221,517.222,2022-09-29,Vadapav,Comida rapida,Restaurante,20.00,8,160.00,Efectivo,Sra.,Maniana,517.221,517.222,517
518.221,518.222,2022-09-30,Jugo cania de azucar,Bebidas,Domicilio,25.00,6,150.00,Efectivo,Sr.,Media noche,518.221,518.222,518
519.221,519.222,2022-09-30,Frankie,Comida rapida,Domicilio,50.00,13,650.00,Virtual,Sr.,Tarde,519.221,519.222,519
520.221,520.222,2022-10-04,Vadapav,Comida rapida,Domicilio,20.00,7,140.00,Efectivo,Sra.,Media noche,520.221,520.222,520
521.221,521.222,2022-10-04,Aalopuri,Comida rapida,Domicilio,20.00,15,300.00,Efectivo,Sra.,Tarde/noche,521.221,521.222,521
522.221,522.222,2022-10-04,Frankie,Comida rapida,Domicilio,50.00,4,200.00,Virtual,Sra.,Tarde,522.221,522.222,522
523.221,523.222,2022-10-05,Frankie,Comida rapida,Restaurante,50.00,14,700.00,Efectivo,Sra.,Maniana,523.221,523.222,523
524.221,524.222,2022-10-06,Panipuri,Comida rapida,Restaurante,20.00,1,20.00,Efectivo,Sra.,Maniana,524.221,524.222,524
525.221,525.222,2022-10-06,Vadapav,Comida rapida,Domicilio,20.00,5,100.00,Virtual,Sra.,Noche,525.221,525.222,525
526.221,526.222,2022-10-06,Cafe frio,Bebidas,Restaurante,40.00,8,320.00,Virtual,Sra.,Tarde/noche,526.221,526.222,526
527.221,527.222,2022-10-07,Sandwich,Comida rapida,Restaurante,60.00,7,420.00,Cheque,Sr.,Maniana,527.221,527.222,527
528.221,528.222,2022-10-07,Frankie,Comida rapida,Domicilio,50.00,2,100.00,Efectivo,Sra.,Tarde/noche,528.221,528.222,528
529.221,529.222,2022-10-07,Frankie,Comida rapida,Restaurante,50.00,13,650.00,Virtual,Sra.,Maniana,529.221,529.222,529
530.221,530.222,2022-10-07,Jugo cania de azucar,Bebidas,Restaurante,25.00,5,125.00,Efectivo,Sra.,Media noche,530.221,530.222,530
531.221,531.222,2022-10-08,Jugo cania de azucar,Bebidas,Restaurante,25.00,7,175.00,Virtual,Sr.,Tarde,531.221,531.222,531
532.221,532.222,2022-10-08,Panipuri,Comida rapida,Domicilio,20.00,6,120.00,Cheque,Sr.,Tarde,532.221,532.222,532
533.221,533.222,2022-10-08,Panipuri,Comida rapida,Restaurante,20.00,11,220.00,Efectivo,Sr.,Maniana,533.221,533.222,533
534.221,534.222,2022-10-08,Panipuri,Comida rapida,Domicilio,20.00,2,40.00,Cheque,Sr.,Media noche,534.221,534.222,534
535.221,535.222,2022-10-08,Jugo cania de azucar,Bebidas,Domicilio,25.00,14,350.00,Efectivo,Sr.,Tarde/noche,535.221,535.222,535
536.221,536.222,2022-10-09,Jugo cania de azucar,Bebidas,Restaurante,25.00,2,50.00,Virtual,Sra.,Noche,536.221,536.222,536
537.221,537.222,2022-10-10,Aalopuri,Comida rapida,Restaurante,20.00,12,240.00,Cheque,Sra.,Tarde,537.221,537.222,537
538.221,538.222,2022-10-11,Frankie,Comida rapida,Domicilio,50.00,9,450.00,Efectivo,Sr.,Noche,538.221,538.222,538
539.221,539.222,2022-10-11,Sandwich,Comida rapida,Restaurante,60.00,2,120.00,Virtual,Sra.,Tarde,539.221,539.222,539
540.221,540.222,2022-10-12,Jugo cania de azucar,Bebidas,Domicilio,25.00,7,175.00,Cheque,Sra.,Maniana,540.221,540.222,540
541.221,541.222,2022-10-12,Sandwich,Comida rapida,Domicilio,60.00,1,60.00,Efectivo,Sr.,Noche,541.221,541.222,541
542.221,542.222,2022-10-12,Jugo cania de azucar,Bebidas,Domicilio,25.00,1,25.00,Efectivo,Sr.,Tarde/noche,542.221,542.222,542
543.221,543.222,2022-10-13,Cafe frio,Bebidas,Restaurante,40.00,4,160.00,Virtual,Sra.,Tarde,543.221,543.222,543
544.221,544.222,2022-10-13,Frankie,Comida rapida,Restaurante,50.00,7,350.00,Virtual,Sra.,Tarde/noche,544.221,544.222,544
545.221,545.222,2022-10-13,Panipuri,Comida rapida,Domicilio,20.00,10,200.00,Virtual,Sr.,Tarde,545.221,545.222,545
546.221,546.222,2022-10-14,Jugo cania de azucar,Bebidas,Restaurante,25.00,13,325.00,Cheque,Sra.,Tarde/noche,546.221,546.222,546
547.221,547.222,2022-10-14,Sandwich,Comida rapida,Restaurante,60.00,8,480.00,Virtual,Sr.,Tarde/noche,547.221,547.222,547
548.221,548.222,2022-10-14,Cafe frio,Bebidas,Domicilio,40.00,14,560.00,Virtual,Sra.,Noche,548.221,548.222,548
549.221,549.222,2022-10-15,Aalopuri,Comida rapida,Domicilio,20.00,14,280.00,Virtual,Sra.,Media noche,549.221,549.222,549
550.221,550.222,2022-10-16,Panipuri,Comida rapida,Restaurante,20.00,11,220.00,Efectivo,Sra.,Maniana,550.221,550.222,550
551.221,551.222,2022-10-16,Cafe frio,Bebidas,Restaurante,40.00,11,440.00,Efectivo,Sr.,Tarde/noche,551.221,551.222,551
552.221,552.222,2022-10-16,Cafe frio,Bebidas,Restaurante,40.00,7,280.00,Virtual,Sra.,Tarde,552.221,552.222,552
553.221,553.222,2022-10-16,Jugo cania de azucar,Bebidas,Restaurante,25.00,4,100.00,Efectivo,Sr.,Tarde/noche,553.221,553.222,553
554.221,554.222,2022-10-17,Jugo cania de azucar,Bebidas,Domicilio,25.00,3,75.00,Efectivo,Sr.,Tarde,554.221,554.222,554
555.221,555.222,2022-10-17,Frankie,Comida rapida,Restaurante,50.00,12,600.00,Efectivo,Sra.,Tarde,555.221,555.222,555
556.221,556.222,2022-10-17,Vadapav,Comida rapida,Restaurante,20.00,4,80.00,Cheque,Sr.,Tarde,556.221,556.222,556
557.221,557.222,2022-10-17,Aalopuri,Comida rapida,Domicilio,20.00,11,220.00,Virtual,Sr.,Maniana,557.221,557.222,557
558.221,558.222,2022-10-18,Vadapav,Comida rapida,Domicilio,20.00,5,100.00,Virtual,Sra.,Noche,558.221,558.222,558
559.221,559.222,2022-10-18,Jugo cania de azucar,Bebidas,Restaurante,25.00,13,325.00,Efectivo,Sr.,Maniana,559.221,559.222,559
560.221,560.222,2022-10-18,Sandwich,Comida rapida,Restaurante,60.00,9,540.00,Virtual,Sr.,Tarde,560.221,560.222,560
561.221,561.222,2022-10-19,Panipuri,Comida rapida,Restaurante,20.00,13,260.00,Efectivo,Sra.,Maniana,561.221,561.222,561
562.221,562.222,2022-10-19,Cafe frio,Bebidas,Restaurante,40.00,4,160.00,Cheque,Sra.,Media noche,562.221,562.222,562
563.221,563.222,2022-10-20,Sandwich,Comida rapida,Restaurante,60.00,5,300.00,Virtual,Sra.,Tarde,563.221,563.222,563
564.221,564.222,2022-10-20,Sandwich,Comida rapida,Domicilio,60.00,1,60.00,Virtual,Sra.,Media noche,564.221,564.222,564
565.221,565.222,2022-10-20,Aalopuri,Comida rapida,Domicilio,20.00,13,260.00,Virtual,Sra.,Media noche,565.221,565.222,565
566.221,566.222,2022-10-20,Jugo cania de azucar,Bebidas,Domicilio,25.00,2,50.00,Efectivo,Sr.,Tarde,566.221,566.222,566
567.221,567.222,2022-10-21,Frankie,Comida rapida,Restaurante,50.00,7,350.00,Efectivo,Sra.,Noche,567.221,567.222,567
568.221,568.222,2022-10-21,Jugo cania de azucar,Bebidas,Domicilio,25.00,10,250.00,Virtual,Sra.,Maniana,568.221,568.222,568
569.221,569.222,2022-10-21,Sandwich,Comida rapida,Domicilio,60.00,5,300.00,Efectivo,Sr.,Maniana,569.221,569.222,569
570.221,570.222,2022-10-22,Jugo cania de azucar,Bebidas,Domicilio,25.00,1,25.00,Virtual,Sr.,Tarde,570.221,570.222,570
571.221,571.222,2022-10-22,Sandwich,Comida rapida,Restaurante,60.00,14,840.00,Virtual,Sra.,Maniana,571.221,571.222,571
572.221,572.222,2022-10-22,Aalopuri,Comida rapida,Restaurante,20.00,1,20.00,Efectivo,Sra.,Noche,572.221,572.222,572
573.221,573.222,2022-10-23,Panipuri,Comida rapida,Restaurante,20.00,13,260.00,Efectivo,Sr.,Maniana,573.221,573.222,573
574.221,574.222,2022-10-23,Vadapav,Comida rapida,Domicilio,20.00,5,100.00,Virtual,Sr.,Tarde/noche,574.221,574.222,574
575.221,575.222,2022-10-23,Cafe frio,Bebidas,Domicilio,40.00,9,360.00,Virtual,Sr.,Tarde,575.221,575.222,575
576.221,576.222,2022-10-24,Cafe frio,Bebidas,Domicilio,40.00,7,280.00,Efectivo,Sra.,Tarde/noche,576.221,576.222,576
577.221,577.222,2022-10-24,Cafe frio,Bebidas,Domicilio,40.00,11,440.00,Efectivo,Sr.,Noche,577.221,577.222,577
578.221,578.222,2022-10-24,Aalopuri,Comida rapida,Domicilio,20.00,3,60.00,Efectivo,Sr.,Maniana,578.221,578.222,578
579.221,579.222,2022-10-26,Vadapav,Comida rapida,Domicilio,20.00,2,40.00,Virtual,Sr.,Noche,579.221,579.222,579
580.221,580.222,2022-10-26,Jugo cania de azucar,Bebidas,Domicilio,25.00,3,75.00,Virtual,Sra.,Tarde,580.221,580.222,580
581.221,581.222,2022-10-26,Vadapav,Comida rapida,Domicilio,20.00,11,220.00,Virtual,Sr.,Tarde/noche,581.221,581.222,581
582.221,582.222,2022-10-27,Cafe frio,Bebidas,Domicilio,40.00,13,520.00,Virtual,Sr.,Maniana,582.221,582.222,582
583.221,583.222,2022-10-27,Aalopuri,Comida rapida,Restaurante,20.00,6,120.00,Efectivo,Sr.,Noche,583.221,583.222,583
584.221,584.222,2022-10-27,Jugo cania de azucar,Bebidas,Restaurante,25.00,14,350.00,Efectivo,Sra.,Tarde,584.221,584.222,584
585.221,585.222,2022-10-28,Frankie,Comida rapida,Restaurante,50.00,4,200.00,Cheque,Sra.,Tarde,585.221,585.222,585
586.221,586.222,2022-10-28,Panipuri,Comida rapida,Domicilio,20.00,9,180.00,Virtual,Sra.,Noche,586.221,586.222,586
587.221,587.222,2022-10-29,Vadapav,Comida rapida,Domicilio,20.00,15,300.00,Virtual,Sr.,Noche,587.221,587.222,587
588.221,588.222,2022-10-29,Jugo cania de azucar,Bebidas,Restaurante,25.00,4,100.00,Efectivo,Sr.,Tarde/noche,588.221,588.222,588
589.221,589.222,2022-10-30,Jugo cania de azucar,Bebidas,Domicilio,25.00,11,275.00,Efectivo,Sra.,Tarde,589.221,589.222,589
